,symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
16,TSLA,2018-02-02 00:00:00+00:00,343.75,351.95,340.51,348.44,3674909,22.9166666667,23.4633333333,22.700666666700002,23.229333333299998,55123635,0.0,1.0
17,TSLA,2018-02-05 00:00:00+00:00,333.13,344.47,333.0,337.97,4053777,22.2086666667,22.9646666667,22.2,22.5313333333,60806655,0.0,1.0
18,TSLA,2018-02-06 00:00:00+00:00,333.97,336.22,323.5,325.21,4937928,22.264666666700002,22.4146666667,21.5666666667,21.680666666700002,74068920,0.0,1.0
19,TSLA,2018-02-07 00:00:00+00:00,345.0,346.0,335.66,338.99,5846823,23.0,23.0666666667,22.377333333299998,22.5993333333,87702345,0.0,1.0
20,TSLA,2018-02-08 00:00:00+00:00,315.23,348.62,314.6,343.31,9996464,21.0153333333,23.2413333333,20.973333333299998,22.8873333333,149946960,0.0,1.0
21,TSLA,2018-02-09 00:00:00+00:00,310.42,320.98,294.76,319.93,12795099,20.6946666667,21.398666666700002,19.6506666667,21.328666666700002,191926485,0.0,1.0
22,TSLA,2018-02-12 00:00:00+00:00,315.73,318.08,306.25,316.13,6166161,21.0486666667,21.2053333333,20.4166666667,21.075333333299998,92492415,0.0,1.0
23,TSLA,2018-02-13 00:00:00+00:00,323.66,324.19,312.51,315.02,4506915,21.5773333333,21.6126666667,20.834,21.0013333333,67603725,0.0,1.0
24,TSLA,2018-02-14 00:00:00+00:00,322.31,326.17,318.52,320.84,3930911,21.4873333333,21.744666666700002,21.2346666667,21.389333333299998,58963665,0.0,1.0
25,TSLA,2018-02-15 00:00:00+00:00,334.07,334.12,322.4,324.5,5892048,22.2713333333,22.2746666667,21.4933333333,21.633333333299998,88380720,0.0,1.0
26,TSLA,2018-02-16 00:00:00+00:00,335.49,343.12,331.64,332.5,5585810,22.366,22.8746666667,22.1093333333,22.1666666667,83787150,0.0,1.0
27,TSLA,2018-02-20 00:00:00+00:00,334.77,340.84,331.5,334.47,3996951,22.318,22.7226666667,22.1,22.298000000000002,59954265,0.0,1.0
28,TSLA,2018-02-21 00:00:00+00:00,333.3,339.69,333.17,336.03,3181755,22.22,22.646,22.2113333333,22.401999999999997,47726325,0.0,1.0
29,TSLA,2018-02-22 00:00:00+00:00,346.17,347.44,334.75,335.53,6940349,23.078000000000003,23.1626666667,22.3166666667,22.3686666667,104105235,0.0,1.0
30,TSLA,2018-02-23 00:00:00+00:00,352.05,354.99,347.1,347.83,5790795,23.47,23.666,23.14,23.1886666667,86861925,0.0,1.0
31,TSLA,2018-02-26 00:00:00+00:00,357.42,359.0,352.36,353.5,4312871,23.828000000000003,23.9333333333,23.4906666667,23.5666666667,64693065,0.0,1.0
32,TSLA,2018-02-27 00:00:00+00:00,350.99,359.99,350.01,356.25,4761537,23.3993333333,23.9993333333,23.334,23.75,71423055,0.0,1.0
33,TSLA,2018-02-28 00:00:00+00:00,343.06,355.24,342.22,352.57,6042895,22.8706666667,23.6826666667,22.8146666667,23.5046666667,90643425,0.0,1.0
34,TSLA,2018-03-01 00:00:00+00:00,330.93,348.67,330.07,345.01,6885601,22.061999999999998,23.244666666700002,22.0046666667,23.0006666667,103284015,0.0,1.0
35,TSLA,2018-03-02 00:00:00+00:00,335.12,335.22,322.97,326.98,5092829,22.3413333333,22.348000000000003,21.5313333333,21.7986666667,76392435,0.0,1.0
36,TSLA,2018-03-05 00:00:00+00:00,333.35,337.75,329.29,332.39,3823769,22.223333333299998,22.5166666667,21.9526666667,22.159333333299998,57356535,0.0,1.0
37,TSLA,2018-03-06 00:00:00+00:00,328.2,336.37,327.03,333.75,4285744,21.88,22.424666666700002,21.802,22.25,64286160,0.0,1.0
38,TSLA,2018-03-07 00:00:00+00:00,332.3,332.5,321.74,325.44,5007297,22.1533333333,22.1666666667,21.4493333333,21.695999999999998,75109455,0.0,1.0
39,TSLA,2018-03-08 00:00:00+00:00,329.1,333.3,326.27,332.86,3476944,21.94,22.22,21.7513333333,22.1906666667,52154160,0.0,1.0
40,TSLA,2018-03-09 00:00:00+00:00,327.17,328.49,322.37,324.1,5479716,21.8113333333,21.8993333333,21.4913333333,21.6066666667,82195740,0.0,1.0
41,TSLA,2018-03-12 00:00:00+00:00,345.51,347.21,326.5,328.61,8212156,23.034000000000002,23.1473333333,21.7666666667,21.9073333333,123182340,0.0,1.0
42,TSLA,2018-03-13 00:00:00+00:00,341.84,347.21,326.5,328.61,5932110,22.7893333333,23.1473333333,21.7666666667,21.9073333333,88981650,0.0,1.0
43,TSLA,2018-03-14 00:00:00+00:00,326.63,339.81,323.93,336.76,7932511,21.7753333333,22.654,21.595333333299997,22.450666666700002,118987665,0.0,1.0
44,TSLA,2018-03-15 00:00:00+00:00,325.6,332.85,321.1,329.38,6366922,21.706666666700002,22.19,21.4066666667,21.9586666667,95503830,0.0,1.0
45,TSLA,2018-03-16 00:00:00+00:00,321.35,327.4,319.07,322.93,6058612,21.4233333333,21.8266666667,21.2713333333,21.5286666667,90879180,0.0,1.0
46,TSLA,2018-03-19 00:00:00+00:00,313.56,320.75,309.67,316.5,7440766,20.904,21.383333333299998,20.6446666667,21.1,111611490,0.0,1.0
47,TSLA,2018-03-20 00:00:00+00:00,310.55,316.25,308.76,314.87,4726182,20.703333333299998,21.0833333333,20.584,20.9913333333,70892730,0.0,1.0
48,TSLA,2018-03-21 00:00:00+00:00,316.53,322.44,310.19,310.25,5927881,21.101999999999997,21.496,20.6793333333,20.6833333333,88918215,0.0,1.0
49,TSLA,2018-03-22 00:00:00+00:00,309.1,318.82,308.18,313.89,4914307,20.6066666667,21.2546666667,20.5453333333,20.926,73714605,0.0,1.0
50,TSLA,2018-03-23 00:00:00+00:00,301.54,311.25,300.45,311.25,6600538,20.1026666667,20.75,20.03,20.75,99008070,0.0,1.0
51,TSLA,2018-03-26 00:00:00+00:00,304.18,307.59,291.36,307.34,8324639,20.2786666667,20.506,19.424,20.4893333333,124869585,0.0,1.0
52,TSLA,2018-03-27 00:00:00+00:00,279.18,304.27,277.18,304.0,13696168,18.612000000000002,20.2846666667,18.4786666667,20.2666666667,205442520,0.0,1.0
53,TSLA,2018-03-28 00:00:00+00:00,257.78,268.68,252.1,264.58,21001437,17.1853333333,17.912,16.8066666667,17.6386666667,315021555,0.0,1.0
54,TSLA,2018-03-29 00:00:00+00:00,266.13,270.96,248.21,256.49,15170749,17.742,18.064,16.5473333333,17.0993333333,227561235,0.0,1.0
55,TSLA,2018-04-02 00:00:00+00:00,252.48,260.33,244.59,256.26,16113968,16.832,17.3553333333,16.305999999999997,17.084,241709520,0.0,1.0
56,TSLA,2018-04-03 00:00:00+00:00,267.53,273.35,254.49,269.82,18844384,17.8353333333,18.223333333299998,16.965999999999998,17.988,282665760,0.0,1.0
57,TSLA,2018-04-04 00:00:00+00:00,286.94,288.37,252.0,252.78,19896746,19.1293333333,19.2246666667,16.8,16.852,298451190,0.0,1.0
58,TSLA,2018-04-05 00:00:00+00:00,305.72,306.26,288.2,289.34,19121101,20.3813333333,20.4173333333,19.2133333333,19.2893333333,286816515,0.0,1.0
59,TSLA,2018-04-06 00:00:00+00:00,299.3,309.28,295.5,301.0,13520286,19.953333333299998,20.6186666667,19.7,20.0666666667,202804290,0.0,1.0
60,TSLA,2018-04-09 00:00:00+00:00,289.66,309.5,289.21,300.37,10249805,19.3106666667,20.633333333299998,19.2806666667,20.0246666667,153747075,0.0,1.0
61,TSLA,2018-04-10 00:00:00+00:00,304.7,307.1,293.68,298.97,11024259,20.313333333299997,20.473333333299998,19.578666666700002,19.9313333333,165363885,0.0,1.0
62,TSLA,2018-04-11 00:00:00+00:00,300.93,308.98,299.66,300.74,7482945,20.062,20.5986666667,19.9773333333,20.049333333299998,112244175,0.0,1.0
63,TSLA,2018-04-12 00:00:00+00:00,294.08,303.95,293.68,302.32,7608769,19.6053333333,20.2633333333,19.578666666700002,20.154666666700003,114131535,0.0,1.0
64,TSLA,2018-04-13 00:00:00+00:00,300.34,303.95,295.98,303.6,7327223,20.0226666667,20.2633333333,19.732,20.24,109908345,0.0,1.0
65,TSLA,2018-04-16 00:00:00+00:00,291.21,299.66,289.01,299.0,6338488,19.414,19.9773333333,19.267333333299998,19.9333333333,95077320,0.0,1.0
66,TSLA,2018-04-17 00:00:00+00:00,287.69,292.17,282.51,288.87,7000023,19.1793333333,19.477999999999998,18.834,19.258,105000345,0.0,1.0
67,TSLA,2018-04-18 00:00:00+00:00,293.35,300.24,288.16,291.08,6557700,19.5566666667,20.016,19.2106666667,19.4053333333,98365500,0.0,1.0
68,TSLA,2018-04-19 00:00:00+00:00,300.08,301.01,288.55,291.08,6090599,20.005333333299998,20.0673333333,19.2366666667,19.4053333333,91358985,0.0,1.0
69,TSLA,2018-04-20 00:00:00+00:00,290.24,299.98,289.75,295.17,5627928,19.3493333333,19.9986666667,19.3166666667,19.678,84418920,0.0,1.0
70,TSLA,2018-04-23 00:00:00+00:00,283.37,291.62,282.33,291.29,4893378,18.8913333333,19.441333333299998,18.822,19.4193333333,73400670,0.0,1.0
71,TSLA,2018-04-24 00:00:00+00:00,283.46,287.09,278.46,285.0,5685308,18.8973333333,19.139333333299998,18.564,19.0,85279620,0.0,1.0
72,TSLA,2018-04-25 00:00:00+00:00,280.69,285.16,277.25,283.5,4013574,18.712666666700002,19.0106666667,18.4833333333,18.9,60203610,0.0,1.0
73,TSLA,2018-04-26 00:00:00+00:00,285.48,285.79,276.5,278.75,4356013,19.032,19.052666666700002,18.4333333333,18.5833333333,65340195,0.0,1.0
74,TSLA,2018-04-27 00:00:00+00:00,294.08,294.47,283.83,285.37,4364626,19.6053333333,19.6313333333,18.922,19.0246666667,65469390,0.0,1.0
75,TSLA,2018-04-30 00:00:00+00:00,293.9,298.73,292.5,293.61,4228172,19.5933333333,19.915333333299998,19.5,19.574,63422580,0.0,1.0
76,TSLA,2018-05-01 00:00:00+00:00,299.92,300.82,293.22,293.51,4625603,19.994666666700002,20.0546666667,19.548,19.5673333333,69384045,0.0,1.0
77,TSLA,2018-05-02 00:00:00+00:00,301.15,306.85,297.78,298.57,8970370,20.0766666667,20.456666666700002,19.852,19.904666666700003,134555550,0.0,1.0
78,TSLA,2018-05-03 00:00:00+00:00,284.45,288.04,275.23,278.79,17352130,18.9633333333,19.2026666667,18.3486666667,18.586,260281950,0.0,1.0
79,TSLA,2018-05-04 00:00:00+00:00,294.09,296.86,279.52,283.0,8569354,19.605999999999998,19.7906666667,18.6346666667,18.866666666700002,128540310,0.0,1.0
80,TSLA,2018-05-07 00:00:00+00:00,302.77,305.96,295.17,297.5,8678224,20.1846666667,20.3973333333,19.678,19.8333333333,130173360,0.0,1.0
81,TSLA,2018-05-08 00:00:00+00:00,301.97,307.75,299.0,300.8,5930000,20.1313333333,20.5166666667,19.9333333333,20.0533333333,88950000,0.0,1.0
82,TSLA,2018-05-09 00:00:00+00:00,306.85,307.01,300.05,300.41,5727365,20.456666666700002,20.4673333333,20.0033333333,20.0273333333,85910475,0.0,1.0
83,TSLA,2018-05-10 00:00:00+00:00,305.02,312.99,304.11,307.5,5651561,20.334666666700002,20.866,20.274,20.5,84773415,0.0,1.0
84,TSLA,2018-05-11 00:00:00+00:00,301.06,308.88,299.08,307.7,4679649,20.0706666667,20.592,19.9386666667,20.5133333333,70194735,0.0,1.0
85,TSLA,2018-05-14 00:00:00+00:00,291.97,304.94,291.62,303.32,7286804,19.4646666667,20.3293333333,19.441333333299998,20.2213333333,109302060,0.0,1.0
86,TSLA,2018-05-15 00:00:00+00:00,284.18,286.96,280.5,285.01,9519173,18.9453333333,19.1306666667,18.7,19.0006666667,142787595,0.0,1.0
87,TSLA,2018-05-16 00:00:00+00:00,286.48,288.81,281.56,283.83,5674019,19.0986666667,19.254,18.770666666700002,18.922,85110285,0.0,1.0
88,TSLA,2018-05-17 00:00:00+00:00,284.54,289.19,283.97,285.9,4420612,18.9693333333,19.2793333333,18.9313333333,19.06,66309180,0.0,1.0
89,TSLA,2018-05-18 00:00:00+00:00,276.82,284.65,274.0,284.65,7251887,18.4546666667,18.9766666667,18.2666666667,18.9766666667,108778305,0.0,1.0
90,TSLA,2018-05-21 00:00:00+00:00,284.49,291.49,281.3,281.33,9182571,18.965999999999998,19.4326666667,18.7533333333,18.755333333299998,137738565,0.0,1.0
91,TSLA,2018-05-22 00:00:00+00:00,275.01,288.0,273.42,287.76,8945756,18.334,19.2,18.227999999999998,19.184,134186340,0.0,1.0
92,TSLA,2018-05-23 00:00:00+00:00,279.07,279.91,274.0,277.76,5985053,18.604666666700002,18.6606666667,18.2666666667,18.517333333299998,89775795,0.0,1.0
93,TSLA,2018-05-24 00:00:00+00:00,277.85,281.11,274.89,278.4,4176708,18.5233333333,18.7406666667,18.326,18.56,62650620,0.0,1.0
94,TSLA,2018-05-25 00:00:00+00:00,278.85,279.64,275.61,277.63,3875082,18.59,18.642666666700002,18.374000000000002,18.5086666667,58126230,0.0,1.0
95,TSLA,2018-05-29 00:00:00+00:00,283.76,286.5,276.15,278.51,5666640,18.9173333333,19.1,18.41,18.5673333333,84999600,0.0,1.0
96,TSLA,2018-05-30 00:00:00+00:00,291.72,295.01,281.6,283.29,7489686,19.448,19.6673333333,18.7733333333,18.886,112345290,0.0,1.0
97,TSLA,2018-05-31 00:00:00+00:00,284.73,290.37,282.93,287.21,5919721,18.982,19.358,18.862000000000002,19.1473333333,88795815,0.0,1.0
98,TSLA,2018-06-01 00:00:00+00:00,291.82,291.95,283.84,285.86,5424386,19.4546666667,19.4633333333,18.9226666667,19.0573333333,81365790,0.0,1.0
99,TSLA,2018-06-04 00:00:00+00:00,296.74,299.0,293.55,294.34,4797810,19.7826666667,19.9333333333,19.57,19.622666666700002,71967150,0.0,1.0
100,TSLA,2018-06-05 00:00:00+00:00,291.13,297.8,286.74,297.7,5995157,19.4086666667,19.8533333333,19.116,19.8466666667,89927355,0.0,1.0
101,TSLA,2018-06-06 00:00:00+00:00,319.5,322.17,297.48,300.5,18767269,21.3,21.478,19.832,20.0333333333,281509035,0.0,1.0
102,TSLA,2018-06-07 00:00:00+00:00,316.09,330.0,313.58,316.15,14345271,21.0726666667,22.0,20.9053333333,21.0766666667,215179065,0.0,1.0
103,TSLA,2018-06-08 00:00:00+00:00,317.66,324.48,317.15,319.0,8205202,21.1773333333,21.631999999999998,21.1433333333,21.2666666667,123078030,0.0,1.0
104,TSLA,2018-06-11 00:00:00+00:00,332.1,334.66,322.5,322.51,13183473,22.14,22.3106666667,21.5,21.5006666667,197752095,0.0,1.0
105,TSLA,2018-06-12 00:00:00+00:00,342.77,354.97,338.0,344.7,22347403,22.851333333299998,23.6646666667,22.5333333333,22.98,335211045,0.0,1.0
106,TSLA,2018-06-13 00:00:00+00:00,344.78,347.2,339.8,346.71,9469804,22.985333333299998,23.1466666667,22.6533333333,23.114,142047060,0.0,1.0
107,TSLA,2018-06-14 00:00:00+00:00,357.72,358.75,346.6,347.63,10981023,23.848000000000003,23.9166666667,23.1066666667,23.1753333333,164715345,0.0,1.0
108,TSLA,2018-06-15 00:00:00+00:00,358.17,364.67,351.25,353.84,10848254,23.878,24.3113333333,23.4166666667,23.5893333333,162723810,0.0,1.0
109,TSLA,2018-06-18 00:00:00+00:00,370.83,373.73,354.5,355.4,12073226,24.721999999999998,24.915333333299998,23.633333333299998,23.6933333333,181098390,0.0,1.0
110,TSLA,2018-06-19 00:00:00+00:00,352.55,370.0,346.25,365.16,12761903,23.5033333333,24.6666666667,23.0833333333,24.344,191428545,0.0,1.0
111,TSLA,2018-06-20 00:00:00+00:00,362.22,364.38,352.0,358.04,8383656,24.148000000000003,24.291999999999998,23.4666666667,23.8693333333,125754840,0.0,1.0
112,TSLA,2018-06-21 00:00:00+00:00,347.51,366.21,346.27,362.0,7967145,23.1673333333,24.414,23.084666666700002,24.133333333299998,119507175,0.0,1.0
113,TSLA,2018-06-22 00:00:00+00:00,333.63,352.25,332.0,351.54,10266059,22.241999999999997,23.4833333333,22.133333333299998,23.436,153990885,0.0,1.0
114,TSLA,2018-06-25 00:00:00+00:00,333.01,338.47,327.5,330.12,6931304,22.200666666700002,22.5646666667,21.8333333333,22.008000000000003,103969560,0.0,1.0
115,TSLA,2018-06-26 00:00:00+00:00,342.0,343.55,325.8,336.05,7452487,22.8,22.9033333333,21.72,22.4033333333,111787305,0.0,1.0
116,TSLA,2018-06-27 00:00:00+00:00,344.5,350.79,339.5,345.0,8333727,22.9666666667,23.386,22.633333333299998,23.0,125005905,0.0,1.0
117,TSLA,2018-06-28 00:00:00+00:00,349.93,357.02,346.11,348.66,8398005,23.328666666700002,23.8013333333,23.074,23.244,125970075,0.0,1.0
118,TSLA,2018-06-29 00:00:00+00:00,342.95,353.86,342.41,353.33,6492396,22.863333333299998,23.590666666700002,22.8273333333,23.5553333333,97385940,0.0,1.0
119,TSLA,2018-07-02 00:00:00+00:00,335.07,364.78,329.85,360.07,18759765,22.338,24.3186666667,21.99,24.0046666667,281396475,0.0,1.0
120,TSLA,2018-07-03 00:00:00+00:00,310.86,332.49,309.69,331.75,12282638,20.724,22.166,20.646,22.116666666700002,184239570,0.0,1.0
121,TSLA,2018-07-05 00:00:00+00:00,309.16,314.39,296.22,313.76,17476374,20.610666666700002,20.9593333333,19.748,20.9173333333,262145610,0.0,1.0
122,TSLA,2018-07-06 00:00:00+00:00,308.9,312.07,302.0,304.95,8865451,20.5933333333,20.8046666667,20.133333333299998,20.33,132981765,0.0,1.0
123,TSLA,2018-07-09 00:00:00+00:00,318.51,318.52,308.0,311.99,7596753,21.234,21.2346666667,20.5333333333,20.799333333299998,113951295,0.0,1.0
124,TSLA,2018-07-10 00:00:00+00:00,322.47,327.68,319.2,324.56,9471498,21.498,21.845333333299997,21.28,21.6373333333,142072470,0.0,1.0
125,TSLA,2018-07-11 00:00:00+00:00,318.96,321.94,315.07,315.8,4884076,21.264,21.462666666700002,21.0046666667,21.0533333333,73261140,0.0,1.0
126,TSLA,2018-07-12 00:00:00+00:00,316.71,323.23,312.77,321.43,5721166,21.114,21.5486666667,20.851333333299998,21.4286666667,85817490,0.0,1.0
127,TSLA,2018-07-13 00:00:00+00:00,318.87,319.58,309.25,315.58,5875770,21.258000000000003,21.3053333333,20.616666666700002,21.0386666667,88136550,0.0,1.0
128,TSLA,2018-07-16 00:00:00+00:00,310.1,315.16,306.25,311.71,7818655,20.6733333333,21.0106666667,20.4166666667,20.7806666667,117279825,0.0,1.0
129,TSLA,2018-07-17 00:00:00+00:00,322.69,324.74,308.5,308.81,6996232,21.5126666667,21.6493333333,20.5666666667,20.5873333333,104943480,0.0,1.0
130,TSLA,2018-07-18 00:00:00+00:00,323.85,325.5,316.25,325.0,5624211,21.59,21.7,21.0833333333,21.6666666667,84363165,0.0,1.0
131,TSLA,2018-07-19 00:00:00+00:00,320.23,323.54,314.01,316.33,5915345,21.3486666667,21.569333333299998,20.934,21.0886666667,88730175,0.0,1.0
132,TSLA,2018-07-20 00:00:00+00:00,313.58,323.24,311.71,321.23,5166547,20.9053333333,21.549333333299998,20.7806666667,21.415333333299998,77498205,0.0,1.0
133,TSLA,2018-07-23 00:00:00+00:00,303.2,305.5,292.86,301.84,10992947,20.2133333333,20.366666666700002,19.524,20.122666666700002,164894205,0.0,1.0
134,TSLA,2018-07-24 00:00:00+00:00,297.43,307.72,292.55,304.42,9590784,19.828666666700002,20.514666666700002,19.5033333333,20.2946666667,143861760,0.0,1.0
135,TSLA,2018-07-25 00:00:00+00:00,308.74,309.62,294.5,296.74,7094180,20.5826666667,20.6413333333,19.633333333299998,19.7826666667,106412700,0.0,1.0
136,TSLA,2018-07-26 00:00:00+00:00,306.65,310.7,303.64,304.85,4630522,20.4433333333,20.7133333333,20.2426666667,20.3233333333,69457830,0.0,1.0
137,TSLA,2018-07-27 00:00:00+00:00,297.18,307.69,295.34,307.25,5703326,19.812,20.5126666667,19.6893333333,20.4833333333,85549890,0.0,1.0
138,TSLA,2018-07-30 00:00:00+00:00,290.17,296.1,286.13,295.9,6814072,19.3446666667,19.74,19.075333333299998,19.7266666667,102211080,0.0,1.0
139,TSLA,2018-07-31 00:00:00+00:00,298.14,298.32,289.07,292.25,5076916,19.875999999999998,19.887999999999998,19.2713333333,19.4833333333,76153740,0.0,1.0
140,TSLA,2018-08-01 00:00:00+00:00,300.84,303.0,293.0,297.99,10129430,20.055999999999997,20.2,19.5333333333,19.866,151941450,0.0,1.0
141,TSLA,2018-08-02 00:00:00+00:00,349.54,349.99,323.16,328.44,23214962,23.302666666700002,23.3326666667,21.544,21.896,348224430,0.0,1.0
142,TSLA,2018-08-03 00:00:00+00:00,348.17,355.0,342.53,347.81,13656486,23.2113333333,23.6666666667,22.8353333333,23.1873333333,204847290,0.0,1.0
143,TSLA,2018-08-06 00:00:00+00:00,341.99,354.98,341.82,345.46,8564331,22.799333333299998,23.665333333299998,22.788,23.0306666667,128464965,0.0,1.0
144,TSLA,2018-08-07 00:00:00+00:00,379.57,387.46,339.15,343.84,30875768,25.3046666667,25.8306666667,22.61,22.9226666667,463136520,0.0,1.0
145,TSLA,2018-08-08 00:00:00+00:00,370.34,382.64,367.12,369.09,24571163,24.6893333333,25.5093333333,24.4746666667,24.605999999999998,368567445,0.0,1.0
146,TSLA,2018-08-09 00:00:00+00:00,352.45,367.01,345.73,365.55,17183811,23.4966666667,24.4673333333,23.0486666667,24.37,257757165,0.0,1.0
147,TSLA,2018-08-10 00:00:00+00:00,355.49,360.0,346.0,354.0,11552044,23.6993333333,24.0,23.0666666667,23.6,173280660,0.0,1.0
148,TSLA,2018-08-13 00:00:00+00:00,356.41,363.19,349.02,361.13,10463881,23.7606666667,24.212666666700002,23.268,24.075333333299998,156958215,0.0,1.0
149,TSLA,2018-08-14 00:00:00+00:00,347.64,359.2,347.1,358.45,6986427,23.176,23.9466666667,23.14,23.8966666667,104796405,0.0,1.0
150,TSLA,2018-08-15 00:00:00+00:00,338.69,344.49,332.14,341.91,9101258,22.5793333333,22.965999999999998,22.142666666700002,22.794,136518870,0.0,1.0
151,TSLA,2018-08-16 00:00:00+00:00,335.45,342.28,333.82,339.91,6064033,22.363333333299998,22.8186666667,22.2546666667,22.6606666667,90960495,0.0,1.0
152,TSLA,2018-08-17 00:00:00+00:00,305.5,326.77,303.53,323.5,18958612,20.366666666700002,21.7846666667,20.235333333299998,21.5666666667,284379180,0.0,1.0
153,TSLA,2018-08-20 00:00:00+00:00,308.44,308.5,288.2,291.7,17402335,20.5626666667,20.5666666667,19.2133333333,19.4466666667,261035025,0.0,1.0
154,TSLA,2018-08-21 00:00:00+00:00,321.9,324.79,309.0,310.61,13172230,21.46,21.6526666667,20.6,20.7073333333,197583450,0.0,1.0
155,TSLA,2018-08-22 00:00:00+00:00,321.64,323.88,314.67,320.87,5945955,21.4426666667,21.592,20.978,21.3913333333,89189325,0.0,1.0
156,TSLA,2018-08-23 00:00:00+00:00,320.1,327.32,318.1,319.14,5147286,21.34,21.8213333333,21.206666666700002,21.276,77209290,0.0,1.0
157,TSLA,2018-08-24 00:00:00+00:00,322.82,323.85,319.4,320.7,3602564,21.5213333333,21.59,21.293333333299998,21.38,54038460,0.0,1.0
158,TSLA,2018-08-27 00:00:00+00:00,319.27,322.44,308.81,318.0,13079288,21.2846666667,21.496,20.5873333333,21.2,196189320,0.0,1.0
159,TSLA,2018-08-28 00:00:00+00:00,311.86,318.88,311.19,318.41,7649091,20.7906666667,21.2586666667,20.746,21.2273333333,114736365,0.0,1.0
160,TSLA,2018-08-29 00:00:00+00:00,305.01,311.85,303.69,310.27,7447392,20.334,20.79,20.246,20.6846666667,111710880,0.0,1.0
161,TSLA,2018-08-30 00:00:00+00:00,303.15,304.6,297.72,302.26,7216706,20.21,20.3066666667,19.848,20.1506666667,108250590,0.0,1.0
162,TSLA,2018-08-31 00:00:00+00:00,301.66,305.31,298.6,302.0,5375104,20.110666666700002,20.354,19.9066666667,20.133333333299998,80626560,0.0,1.0
163,TSLA,2018-09-04 00:00:00+00:00,288.95,298.19,288.0,296.94,8350469,19.2633333333,19.8793333333,19.2,19.796,125257035,0.0,1.0
164,TSLA,2018-09-05 00:00:00+00:00,280.74,286.78,277.18,285.05,7720821,18.715999999999998,19.1186666667,18.4786666667,19.0033333333,115812315,0.0,1.0
165,TSLA,2018-09-06 00:00:00+00:00,280.95,291.17,278.88,284.8,7480760,18.73,19.4113333333,18.592,18.9866666667,112211400,0.0,1.0
166,TSLA,2018-09-07 00:00:00+00:00,263.24,268.35,252.25,260.1,22491931,17.549333333299998,17.89,16.8166666667,17.34,337378965,0.0,1.0
167,TSLA,2018-09-10 00:00:00+00:00,285.5,286.03,271.0,273.26,14283528,19.0333333333,19.0686666667,18.0666666667,18.2173333333,214252920,0.0,1.0
168,TSLA,2018-09-11 00:00:00+00:00,279.44,282.0,273.55,279.47,9169989,18.6293333333,18.8,18.2366666667,18.6313333333,137549835,0.0,1.0
